"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"1936","holo-Myoglobin",2195.6506,242.08,1.56,2507.64046956522,271.073519981983,264.373803379326,277.773236584641,218.876105683443,323.270934280524
"1937","holo-Myoglobin",1951.8014,231.64,1.82,2527.98306521739,271.250466220237,264.532942268798,277.967990171676,219.050763300242,323.450169140233
"3588","Ubiquitin",2854.2133,331.33,2.99,2548.32566086957,271.424325404516,264.689270413654,278.159380395378,219.222363538821,323.626287270212
"3589","Ubiquitin",2140.9119,278.96,1.44,2568.66825652174,271.595175395926,264.842859874092,278.347490917759,219.390983784485,323.799367007366
"3590","Ubiquitin",1223.8102,274.66,0.73,2589.01085217391,271.763091495869,264.993780290384,278.532402701354,219.556698869158,323.96948412258
"3591","Ubiquitin",2854.2133,274.49,2.05,2609.35344782609,271.928146549483,265.142098983354,278.714194115612,219.719581174946,324.136711924021
"3592","Ubiquitin",1427.6106,271.4,0.82,2629.69604347826,272.090411044129,265.287881049891,278.892941038366,219.879700732737,324.30112135552
"3593","Ubiquitin",1223.8,267.97,0.05,2650.03863913043,272.249953203203,265.431189453764,279.068716952641,220.0371253161,324.462781090306
"3594","Ubiquitin",1223.8102,267.34,0.74,2670.38123478261,272.406839075536,265.572085112033,279.24159303904,220.191920530745,324.621757620328
"3595","Ubiquitin",1223.8102,255.04,0.83,2690.72383043478,272.561132620613,265.710626977275,279.41163826395,220.344149899787,324.778115341438
"3596","Ubiquitin",1223.8,253.32,0.07,2711.06642608696,272.712895789828,265.84687211589,279.578919463766,220.493874945037,324.931916634619
"3597","Ubiquitin",1427.6106,245.64,1.2,2731.40902173913,272.862188604017,265.980875782672,279.743501425362,220.64115526454,325.083221943494
"3598","Ubiquitin",1070.9599,244.99,0.48,2751.7516173913,273.00906922743,266.112691491888,279.905446962972,220.78604860655,325.23208984831
"3599","Ubiquitin",1712.9311,244.29,1.92,2772.09421304348,273.153594038355,266.242371085019,280.064816991691,220.928610940145,325.378577136565
"3600","Ubiquitin",1070.9637,243.87,0.01,2792.43680869565,273.295817696559,266.369964795372,280.221670597746,221.068896522643,325.522738870475
"3601","Ubiquitin",2140.9119,237.23,2.18,2812.77940434783,273.435793207714,266.495521309714,280.376065105713,221.206957963993,325.664628451434
